Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
MyDialogueDatabase,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,Name zh-TW
Number,Special,Special,Special,Special,Text,Files,Text,Boolean,Localization
5,Assets/MyGame/Assets/Charactor/wild goat.png,[],,[],Wild Goat,[],,False,Wild Goat
3,Assets/MyGame/Assets/Charactor/img-npc-boar.png,[Assets/MyGame/Assets/Charactor/img-npc-boar-smile.png],,[],Black Boar,[],,False,Black Boar
4,Assets/MyGame/Assets/Charactor/img-sheep.png,[Assets/MyGame/Assets/Charactor/img-npc-sheep.png],,[],Sheep Baby,[],,True,Sheep Baby
6,Assets/MyGame/Assets/Charactor/mineboar.png,[],,[],Miner Boar,[],,False,Miner Boar
1,Assets/MyGame/Assets/Charactor/雞1.png,[],,[],Chicken,[],,False,Chicken
2,Assets/MyGame/Assets/Charactor/img-npc-goat.png,[Assets/MyGame/Assets/Charactor/img-npc-goat-smile.png],Assets/MyGame/Assets/Charactor/img-npc-goat.png,[Assets/MyGame/Assets/Charactor/img-npc-goat-smile.png],Alpaca,[],,False,Alpaca
Items
ID
Number
Locations
ID
Number
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Text,Text,Text
1,Alert,,,Text
2,SpeakContent,,,Text
Conversations
ID,Title,Description,Actor,Conversant,Title zh-TW,Title ja-JP,Title es-ES,Title zh-CN,Title ko-KR,Overrides
Number,Text,Text,Actor,Actor,Localization,Localization,Localization,Localization,Localization,JSON
1,test,,2,4,test,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
2,Level1 Alpaca,,2,4,Level2 Alpaca,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
4,Level2 Wild Goat,,1,2,Level2 Wild Goat,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
5,Level2 Black Boar,,3,4,Level3 Miner Boar,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
7,Level2 Alpaca,,2,4,Level3 Alpaca,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
8,Ai_test,,2,4,,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
9,ai_test,,2,4,,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
13,Level3 Alpaca,,2,4,,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
14,Ai_test 1,,2,4,,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
15,Level3 Black Boar,,3,4,Level3 Miner Boar,,,,,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Description,ja-JP,ko-KR,es-ES,zh-CN,zh-TW,Response Menu Sequence,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Text,Localization,Localization,Localization,Localization,Localization,Text,Text
Sheep_Baby_1_0,1,0,4,4,START,,,False,Block,Normal,,,None(),,,,,,,,108.6842;18.68422
Alpaca_1_1,1,1,2,4,,,test,False,Block,Normal,,,,,,,,测试,測試,,112.0826;70.68422
Alpaca_1_2,1,2,2,4,,,,False,Block,Normal,,,"Rec(Please say test, SpeakContent , test [unk]);\nSetActive(My Backtrack Button, false);\nSetContinueMode(false);",,,,,,,,111.8349;120.1651
Alpaca_1_3,1,3,2,4,,,,False,Block,Normal,,,SetContinueMode(true);\nContinue(),,,,,,,,112;173
Alpaca_1_4,1,4,2,4,,,Speak Success,False,Block,Normal,"Variable[""SpeakContent""] == ""test""",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,说出成功,說出成功,,18.43119;239.7523
Alpaca_1_5,1,5,2,4,,,Finish,False,Block,Normal,,,"SetActive(My Backtrack Button, true);\n{{default}}",,,,,完成,完成,,16.59632;318.4863
Alpaca_1_6,1,6,2,4,,,Speak Fail,False,Block,Normal,"Variable[""SpeakContent""] ==  """";",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,说失败,講失敗,,214.6316;236.6842
Sheep_Baby_2_0,2,0,4,4,START,,,False,Block,Normal,,,None(),,,,,,,,622.4996;54.99998
Alpaca_2_1,2,1,2,4,,,遊玩這個遊戲，請記得允許麥克風收音，才可以進行遊戲哦,False,Block,Normal,,,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,玩这个游戏，请记得允许麦克风收音，才可以进行游戏哦。,遊玩這個遊戲，請記得允許麥克風收音，才可以進行遊戲哦,,621.9957;106.5625
Alpaca_2_2,2,2,2,4,,,現在試試看，當我說 Are you ready 之後，你要回我說 I'm ready,False,Block,Normal,,,"SetActive(My Backtrack Button, true);\n{{default}}",,,,,现在试试看，当我说 Are you ready 之后，你要回我说 I'm ready。,現在試試看，當我說 Are you ready 之後，你要回我說 I'm ready,,622.4996;156.5625
Alpaca_2_3,2,3,2,4,,,Are you ready?,False,Block,Normal,,,"SetActive(My Backtrack Button, true);\n{{default}}",,,,,你准备好了吗？,Are you ready?,,660.7995;432.422
Alpaca_2_4,2,4,2,4,,,,False,Block,Normal,,,"Rec(""I'm ready"", SpeakContent , I'm ready [unk]);\nSetActive(My Backtrack Button, false);\nSetContinueMode(false);",,,,,,,,650.8382;510.5018
Alpaca_2_5,2,5,2,4,,,,False,Block,Normal,,,SetContinueMode(true);\nContinue(),,,,,,,,657.3209;575.6486
Alpaca_2_6,2,6,2,4,,,太好了! 請繼續往下前進吧!,False,Block,Normal,"Variable[""SpeakContent""] == ""imready""",,"SetActive(My Backtrack Button, false);\n{{default}};\nSetPortrait(Alpaca, pic=2);",,,,,太好了！请继续往下前进吧！,太好了! 請繼續往下前進吧!,,438.7729;644.7078
Alpaca_2_7,2,7,2,4,,,好像哪邊不對，有可能是講得太小聲了，再說一次試試看?,False,Block,Normal,"Variable[""SpeakContent""] ~= ""imready"" and Variable[""SpeakContent""] ~= ""$help"" ",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,好像哪边不对哦，再说一次试试看?,好像哪邊不對，有可能是講得太小聲了，再說一次試試看?,,752.2439;654.3159
Sheep_Baby_2_8,2,8,4,2,,,好的，謝謝你的指導!,False,Block,Normal,,,"SetPortrait(Alpaca, pic=1);\nSetActive(My Backtrack Button, true);\n{{default}}",,,,,好的，谢谢你的指导！,好的，謝謝你的指導!,,651.775;737.3129
Alpaca_2_9,2,9,2,4,,,Are you ready 是你準備好了嗎的意思,False,Block,Normal,,,"SetPortrait(Alpaca, pic=1);\nSetActive(My Backtrack Button, true);\n{{default}}",,,,,你准备好了吗？,Are you ready 是你準備好了嗎的意思,,631.9863;226.4308
Alpaca_2_10,2,10,2,4,,,I'm ready 是我準備好了的意思,False,Block,Normal,,,,,,,,我准备好了。,I'm ready 是我準備好了的意思,,636.8729;292.4149
Alpaca_2_11,2,11,2,4,,,現在我們來試試看,False,Block,Normal,,,,,,,,现在我们来试试看。,現在我們來試試看,,638.4332;361.9538
Alpaca_2_12,2,12,2,4,,,好的，我很樂意幫助你,False,Block,Normal,"(Variable[""SpeakContent""] == ""$help"") ",,"SetPortrait(Alpaca, pic=2);\nSetActive(My Backtrack Button, false);\nPlayAd();\n{{default}}",,,,,,好的，我很樂意幫助你,,947.7137;554.5458
Wild_Goat_4_0,4,0,5,2,START,,,False,Block,Normal,,,None(),,,,,,,,30;20
Wild_Goat_4_1,4,1,5,4,,,Hi,False,Block,Normal,,,MinusLife(speaker),,,,,嗨,嗨,,30;90
Sheep_Baby_4_2,4,2,4,5,,,Hi,False,Block,Normal,,,MinusLife(speaker),,,,,你好,嗨,,36;153
Black_Boar_5_0,5,0,3,4,START,,,False,Block,Normal,,,None(),,,,,,,,941.7612;2.428574
Black_Boar_5_1,5,1,3,4,,,"Hi, nice to meet you",False,Block,Normal,x == 1,,,,,,,"Hi, nice to meet you","Hi, nice to meet you",,388.3375;261.4552
Black_Boar_5_2,5,2,3,4,,,,False,Block,Normal,,,"Rec("" nice to meet you too"", SpeakContent , nice to meet you too [unk]);\nSetActive(My Backtrack Button, false);\nSetContinueMode(false);",,,,,,,,378.243;329.8825
Black_Boar_5_3,5,3,3,4,,,,False,Block,Normal,,,SetContinueMode(true);\nContinue(),,,,,,,,372.243;397.6067
Black_Boar_5_4,5,4,3,4,,,"you look so cute, happy to see you",False,Block,Normal,"Variable[""SpeakContent""] == ""nicetomeetyoutoo""",,"MinusLife(speaker);\nSetActive(My Backtrack Button, false);\n{{default}}",,,,,"you look so cute, happy to see you","you look so cute, happy to see you",,262.6815;477.5474
Black_Boar_5_5,5,5,3,4,,,I don't know what you say,False,Block,Normal,"Variable[""SpeakContent""] ~= ""nicetomeetyoutoo"" and Variable[""SpeakContent""] ~= ""$help"" ",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,I don't know what you say,I don't know what you say,,502.0956;470.1583
Black_Boar_5_6,5,6,3,4,,,,False,Block,Normal,	,x=math.random(3),Continue(),,,,,,,,939.3862;86.40605
Black_Boar_5_7,5,7,3,4,,,,False,Block,Normal,,,None(),,,,,,,,939.3221;146.6266
Black_Boar_5_8,5,8,3,4,,,Hi,False,Block,Normal,x == 2,,,,,,,Hi,Hi,,807.9965;250.6712
Black_Boar_5_9,5,9,3,4,,,,False,Block,Normal,,,"Rec(""hello"", SpeakContent , hello [unk]);\nSetActive(My Backtrack Button, false);\nSetContinueMode(false);",,,,,,,,794.2089;339.8472
Black_Boar_5_10,5,10,3,4,,,,False,Block,Normal,,,SetContinueMode(true);\nContinue(),,,,,,,,788.2089;405.8473
Black_Boar_5_11,5,11,3,4,,,"you look so cute, happy to see you",False,Block,Normal,"Variable[""SpeakContent""] == ""hello""",,"MinusLife(speaker);\nSetActive(My Backtrack Button, false);\n{{default}}",,,,,"you look so cute, happy to see you","you look so cute, happy to see you",,690.4846;471.4043
Black_Boar_5_12,5,12,3,4,,,I don't know what you say,False,Block,Normal,"Variable[""SpeakContent""] ~= ""hello"" and Variable[""SpeakContent""] ~= ""$help"" ",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,I don't know what you say,I don't know what you say,,933.5789;481.8473
Black_Boar_5_13,5,13,3,4,,,How are you?,False,Block,Normal,x == 3,,,,,,,How are you?,How are you?,,1240.274;248.5965
Black_Boar_5_14,5,14,3,4,,,,False,Block,Normal,,,"Rec(""I'm good thank you"", SpeakContent , I'm good thank you [unk]);\nSetActive(My Backtrack Button, false);\nSetContinueMode(false);",,,,,,,,1241.772;339.4967
Black_Boar_5_15,5,15,3,4,,,,False,Block,Normal,,,SetContinueMode(true);\nContinue(),,,,,,,,1234.132;402.0484
Black_Boar_5_16,5,16,3,4,,,"you look so cute, happy to see you",False,Block,Normal,"Variable[""SpeakContent""] == ""imgoodthankyou""",,"MinusLife(speaker);\nSetActive(My Backtrack Button, false);\n{{default}}",,,,,"you look so cute, happy to see you","you look so cute, happy to see you",,1141.496;469.8173
Black_Boar_5_17,5,17,3,4,,,I don't know what you say,False,Block,Normal,"Variable[""SpeakContent""] ~= ""imgoodthankyou"" and Variable[""SpeakContent""] ~= ""$help"" ",,"SetActive(My Backtrack Button, false);\n{{default}}",,,,,I don't know what you say,I don't know what you say,,1379.772;482.7162
Alpaca_5_18,5,18,2,4,,,當別人說 Hi， nice to meet you,False,Block,Normal,,,"(Variable[""SpeakContent""] == ""$help"") ",,,,,,,,382.5879;582.0894
Alpaca_5_19,5,19,2,4,,,你可以回答,False,Block,Normal,,,,,,,,,,,387.7603;659.6757
Alpaca_5_20,5,20,2,4,,,nice to meet you too,False,Block,Normal,,,,,,,,,,,384.312;737.2618
Alpaca_5_21,5,21,2,4,,,現在讓我們在試一次吧,False,Block,Normal,,,,,,,,,,,401.5534;806.2274
Alpaca_5_22,5,22,2,4,,,當別人說 Hi,False,Block,Normal,,,"(Variable[""SpeakContent""] == ""$help"") ",,,,,,,,789.8272;570.6893
Alpaca_5_23,5,23,2,4,,,你可以回答,False,Block,Normal,,,,,,,,,,,793.2754;648.2756
Alpaca_5_24,5,24,2,4,,,hello,False,Block,Normal,,,,,,,,,,,789.8271;725.8617
Alpaca_5_25,5,25,2,4,,,現在讓我們在試一次吧,False,Block,Normal,,,,,,,,,,,805.3444;794.8273
Alpaca_5_26,5,26,2,4,,,當別人說 How are you?,False,Block,Normal,,,"(Variable[""SpeakContent""] == ""$help"") ",,,,,,,,1245;567.2411
